Instrument,Price Close,"Free Operating Cash Flow, Discrete",Total Debt,"PERCENT_CHG(TR.PriceClose(SDate=2023-08-31),lag=-10D)",Total Common Shares Outstanding,Cash and Equivalents,Net Income Reported - Actual,EBITDA - Mean,Interest Expense - Actual,Short Interest,"PERCENT_CHG(TR.Volume(SDate=2023-08-31),lag=-10D)",Current Assets,Noncurrent Asset,Current Liabilities,"ZAV(TR.PtoDPSMeanEst(SDate=2023-08-31,Period=FQ1))","ZAV(TR.PtoEPSMeanEst(SDate=2023-08-31,Period=FQ1))",Book Value Percentage of Market Capitalization (O/S),1 Month Total Return,Company Market Cap
UHAL.OQ,56.97,-1028016000.0,6108042000,-0.436910171268787,196077880,2060524000,922998000,,224732000,1889254.0,-2.17696629213483,,,,0.0,32.3693181818182,64.734541144303,-6.39171869865265,10512323380.44
HURN.OQ,99.95,61101000.0,290000000,3.39298644874315,19795450,11834000,75552000,44282500,11883000,172876.0,-11.3635392177816,328484000.0,870556000.0,245684000.0,0.0,85.063829787234,38.1461597812971,5.68890768742727,1901468090.35
ZD.OQ,66.65,230240000.0,999053000,-0.074962518740625,47269450,652793000,63757000,120974000,34275000,2553778.0,9.78072348860258,1084272000.0,2448998000.0,432448000.0,0.0,43.6028444886397,50.7014646924862,-8.09431880860454,3098079753.05
UCBI.OQ,27.0,470845000.0,483596000,-2.73775216138329,106222760,,269135000,,60798000,4876565.0,80.9967208029601,,,,118.032786885246,48.868778280543,72.5713476845149,-7.12074303405574,3209040747.0
VSEC.OQ,56.75,-8272000.0,286300000,7.46070819920469,12816610,478000,28059000,27304000,17885000,165008.0,20.2738670589059,548878000.0,450911000.0,224604000.0,567.5,81.3037249283668,74.9148938568088,5.58139534883719,892801612.25
TRMK.OQ,23.04,205825000.0,710309000,-4.63576158940398,60977690,,71887000,,47125000,1231229.0,197.401783739957,,,,100.173913043478,34.7076811834355,70.128691489926,-11.3861386138614,1407054988.8
TRST.OQ,28.47,47850000.0,122700000,-1.4196675900277,19024430,,75234000,,6467000,273343.0,119.114688128773,,,,79.0833333333333,37.4605263157895,83.7787875548965,-5.13326752221125,541625607.51
INDT.OQ,66.99,-115174000.0,168366000,0,10192420,52014000,6110000,,4734000,,NaN,,,,0.0,0.0,61.3906468169915,NaN,683161876.32
GRVY.OQ,74.81,95482999999.9999,2906000000,15.340733888375,6948900,,,,,13689.0,-3.53509225728574,421767000000.0,22327000000.0,105710000000.0,0.0,0.0,93.275349699255,-2.84415584415578,519847209.0
CMPR.OQ,64.61,18730000.0,1677716000,-0.123666718194463,26344610,130313000,-185978000,78144500,112793000,539135.0,-30.7648299781886,441027000.0,1413832000.0,645332000.0,0.0,0.0,,-7.03597122302155,1703272984.14
UBSI.OQ,30.08,550919000.0,447579000,-2.3059434881455,134745120,,379627000,,105559000,3761882.0,56.6057734479871,,,,82.4109589041096,46.2769230769231,82.8303406795113,-10.0478468899522,4058846273.92
VSAT.OQ,27.74,-796456000.0,2459440000,-3.98061613014885,76912020,1348854000,1084806000,369633500,7297000,8038012.0,41.7818710040811,2244512000.0,5485825000.0,956719000.0,0.0,50.8990825688073,147.972669305691,-10.3425985778927,3441278903.7
VRTX.OQ,348.34,3925200000.0,471600000,1.29990984965248,257011630,10504000000,3322000000,1341919000,11300000,2733727.0,29.9715853566865,13234800000.0,4916100000.0,2742100000.0,0.0,87.6938143058182,18.7686442193672,-1.13526707157856,89904747857.1
PFBC.OQ,62.11,118259000.0,147995000,-2.31204781377792,14358150,,128843000,,47024000,784069.0,3.48322535120919,,,,112.927272727273,24.2541393314589,58.8469561453836,-6.0078692493947,896379097.42
PGC.OQ,27.27,111739000.0,137683000,-3.67361356411162,17813450,,17624000,,1510000,213139.0,-8.61400199241188,,,,545.4,43.9838709677419,79.9057171163738,-6.54187972836221,487802896.65
WERN.OQ,41.61,-90703000.0,693750000,-3.09734513274336,63223000,107240000,241256000,124500380,11828000,2628876.0,116.903546925123,762615000.0,2334640000.0,309520000.0,308.222222222222,79.7890699904123,56.7351812203325,-11.5057422373458,2637671423.25
WTBA.OQ,18.52,21509000.0,330855000,0.216450216450212,16640410,,46399000,,31609000,231660.0,53.4573199809251,,,,74.08,59.741935483871,49.6544201582265,-6.47170759262682,309748740.88
PDFS.OQ,36.34,23718000.0,0,7.96197266785504,37431000,119624000,-3429000,6700000,2600000,205142.0,223.415779021484,193408000.0,85263000.0,58200000.0,0.0,238.295081967213,19.6979616237802,-20.9828223526853,1385530346.78
ULH.OQ,27.12,82365000.0,378500000,-2.44604316546762,26277550,47181000,168632000,62100000,16288000,110373.0,15.1449275362319,459652000.0,744026000.0,286901000.0,0.0,27.12,50.8614086456365,-12.4316500482471,712929827.76
OSPN.OQ,12.25,-10811000.0,0,8.88888888888889,39726000,96501000,-14434000,1083000,,1279618.0,-33.0253093074593,197540000.0,137542000.0,110814000.0,0.0,0.0,45.8094507597794,-10.8442503639011,489737078.25
QCLN.OQ,47.54,,,5.50377274744784,,,,,,149258.0,-19.7666681453223,,,,0.0,0.0,,-12.8825361920469,1395299095.08
WASH.OQ,28.0,69220000.0,22681000,-3.18118948824344,17182750,,71479000,,38475000,469358.0,4.95616992582603,,,,50.0,45.4051599721083,55.9674064136534,-12.6637554585153,476538692.0
TXRH.OQ,104.1,141467000.0,50000000,-0.201322979580105,66973310,173861000,269818000,121591470,124000,3540986.0,-16.2682202525333,396841000.0,2128824000.0,652010000.0,189.272727272727,97.479211925987,16.0701445760692,-6.67861945316002,6948511354.8
QDEL.OQ,82.36,744400000.0,2638300000,12.4061689641054,66400000,292900000,548700000,135136330,124100000,2640399.0,18.1079976215252,1575100000.0,7280700000.0,1007000000.0,0.0,166.13212304589,87.2129323329287,-5.72344322344321,5500875380.84
SIMO.OQ,54.31,1009000.0,0,-1.20065490267418,132215730,161392000,172510000,24850000,0,1783415.0,-56.8966556191624,787922000.0,173328000.0,183868000.0,0.0,88.5609457806767,34.1034116849384,-14.3375394321766,1814348725.08
SCHL.OQ,43.45,34400000.0,12800000,2.52477583765927,31700000,224500000,86300000,-27153000,,607341.0,11.5300709832453,892900000.0,973800000.0,602300000.0,0.0,0.0,82.8343808498617,1.06893012578717,1374448896.7
YORW.OQ,40.74,-39188000.0,139465000,-1.35593220338982,14285580,1000,19580000,,3613000,176133.0,43.4359613217061,14234000.0,496361000.0,16981000.0,0.0,88.5652173913044,32.2640113539627,-1.42753447858693,583003618.26
VALU.OQ,53.41,8567000.0,0,4.52054794520547,9434540,350000,18069000,,,7005.0,112.380952380952,66076000.0,65000000.0,23288000.0,0.0,0.0,19.3553142039783,-0.298674631323481,503662495.56
SWBI.OQ,11.74,-91500000.0,63185000,-9.06274206041828,45988930,53556000,36876000,14969000,1900000,2528016.0,-3.59759951927954,291920000.0,249374000.0,87213000.0,0.0,234.8,69.7165634779954,-7.77690494893952,541724466.94
GOGL.OQ,7.31,-29320000.0,1226831000,-3.43461030383092,200485620,134784000,461847000,97533330,56248000,5787538.0,35.0563142254384,299147000.0,2958144000.0,211628000.0,34.0,26.5818181818182,109.814821649765,-6.76020408163267,1458369071.83
ZBRA.OQ,275.01,413000000.0,2023000000,3.37555914746458,51451500,105000000,463000000,99315290,23000000,1056236.0,26.8298947007962,1883000000.0,5646000000.0,2332000000.0,0.0,336.518930031081,20.6444942099341,-10.6994414859073,14118563483.64
UFCS.OQ,19.77,-19248000.0,50000000,1.69753086419752,25210540,96650000,15031000,,3188000,252550.0,52.120828052387,,,,123.5625,0.0,107.356300473886,-17.0965058236273,499480311.66
ZEUS.OQ,53.52,161993000.0,167277000,5.62462995855536,11130000,12189000,90931000,23873330,10080000,387301.0,279.630114933922,658106000.0,233521000.0,164702000.0,0.0,63.2123495576789,138.054181371704,-3.84477504929202,595813647.84
ZION.OQ,35.5,1011000000.0,11068000000,1.54462242562929,148664000,,878000000,,185000000,16054216.0,7.24845778972564,,,,84.5238095238095,32.3580348190685,60.5421291111196,-6.09734134756079,5259152221.5
WSFS.OQ,39.3,436299000.0,376894000,-5.02658289028517,61611910,,222375000,,40925000,1028018.0,39.0800347575293,,,,255.194805194805,37.5717017208413,78.9699219574918,-9.8532636194974,2399524380.0
WRLD.OQ,134.81,285726020.0,595263720,1.32281097331829,6231080,16508940,21231000,,50463000,690419.0,84.0167145468791,,,,0.0,78.9900800974998,74.2561607169904,-14.6177718664893,841505589.6
WSBC.OQ,25.36,104700000.0,420573000,-3.72057706909643,59198960,,181988000,,290200000,645230.0,14.3594819054176,,,,72.4571428571428,42.2666666666667,104.324300461831,-9.46090681899322,1505244372.32
WDFC.OQ,214.87,-47687000.0,146312000,-0.144065433590483,13602350,37843000,67329000,25800000,2742000,1434370.0,5.38375304186148,249640000.0,184655000.0,110820000.0,0.0,178.241393612609,7.31734167817668,-6.3747276688453,2914248720.02
WSBF.OQ,12.41,175704000.0,1084000,-2.36034618410701,22174230,,19487000,,13291000,170890.0,5.36016875886157,,,,62.05,53.9565217391304,96.8438249022529,-11.0394265232974,264303464.2
URBN.OQ,33.21,-56784000.0,0,-5.22260273972602,92180710,201260000,159699000,128034830,1315000,4780955.0,137.307469751997,1237719000.0,2445193000.0,890374000.0,0.0,40.7524664997791,71.0021375758381,-8.68847951608464,3080999599.29
UVSP.OQ,17.99,79627000.0,220401000,-4.05333333333334,29271920,,78120000,,33896000,224239.0,-37.991243615136,,,,84.3294426475414,33.3148148148148,101.622126723656,-6.76313194228173,530189802.38
WIRE.OQ,164.81,538985000.0,0,4.18484101397054,18139880,730557000,717841000,106280000,9849000,3799057.0,20.0828746757766,1401641000.0,617091000.0,144161000.0,8240.5,35.0659574468085,72.0776068653738,-3.44484152557271,2769711653.23
ZUMZ.OQ,18.99,-26006000.0,0,2.04191295002686,19489000,22121000,21034000,-10138000,0,807644.0,68.0334779658229,340178000.0,407725000.0,145809000.0,0.0,0.0,81.1592976281535,0.689289501590684,375611679.54
WLFC.OQ,42.63,-151867000.0,1847278000,-3.11363636363636,6615000,12146000,,,,21357.0,-14.0128669079212,,,,0.0,0.0,112.480388441916,0.803972570347589,271410801.06
WLDN.OQ,24.14,-169000.0,110161000,7.81598928092899,13296000,8806000,-8410000,10250000,5328000,350962.0,37.7503717309543,173974000.0,235700000.0,127169000.0,0.0,66.1369863013699,76.4816767763563,19.6233894945491,328182865.48
PRGS.OQ,60.84,155007000.0,618079000,3.98222526063922,43257010,27254000,95069000,46000000,15790000,2683469.0,172.730044123546,426053000.0,985426000.0,318004000.0,338.0,60.7064458191978,17.3816510346547,1.59007659007655,2638385797.32
PTEN.OQ,14.14,86295000.0,830937000,-2.61707988980716,213567130,137553000,154658000,210874700,40256000,16633605.0,815.917552041745,829419000.0,2314404000.0,550966000.0,176.75,49.2940561268956,45.6147965307129,-10.7323232323232,3434515348.46
WYNN.OQ,101.38,-425221000.0,12164682000,6.95221014874986,113369440,1950857000,-423856000,504586250,650885000,6190077.0,40.074919487825,4029587000.0,9385513000.0,1811423000.0,395.397815912636,136.465203930542,,-6.72603018437307,11550865540.92
JBHT.OQ,187.88,69362000.0,1261738000,-1.14180478821364,103743380,51927000,969351000,451698820,50180000,3122452.0,33.0233296722201,2211778000.0,5574804000.0,1568231000.0,443.814518224553,98.5936188077246,20.3113701565311,-7.68905764280774,19416384575.28
VIAV.OQ,10.45,63000000.0,741500000,3.05719921104535,222000000,506500000,25500000,43150000,27100000,7054207.0,42.7711149209374,945000000.0,905500000.0,343500000.0,0.0,107.731958762887,27.4088729896862,-3.8638454461821,2314627870.5
WTFC.OQ,77.61,1213341000.0,1287572000,-0.436177036561903,60794010,,481718000,,252081000,1203106.0,31.7591342642795,,,,194.025,32.1476946528206,85.3668164740643,-7.55671636018272,4750664639.37
JAZZ.OQ,143.36,773783000.0,5729932000,3.94431554524364,63214000,517464000,-224060000,464880000,288242000,2826413.0,84.4416322567624,2606140000.0,8229115000.0,933193000.0,0.0,29.299417731298,30.7614735926519,9.92179113632881,9051006648.32
JBLU.OQ,5.92,-544000000.0,3647000000,-8.35913312693499,327000000,1042000000,-362000000,152142000,175000000,28752230.0,69.1242409501124,1916000000.0,11129000000.0,3748000000.0,0.0,0.0,169.76958432587,-23.8095238095238,1972841900.32
WWD.OQ,129.37,95792000.0,777416000,4.11234508289071,59753000,107844000,171698000,140167500,34545000,941612.0,114.381091892501,1311969000.0,2494477000.0,539113000.0,588.045454545455,99.4847739157183,39.3708574315462,7.6538172669324,7816224912.0
THFF.OQ,36.72,62902000.0,70875000,-0.890688259109307,12051960,,71109000,,18259000,81518.0,45.7791492175446,,,,0.0,31.2864774595926,85.7970383056682,-3.89950274797174,439743114.0
TRNS.OQ,101.96,7537000.0,49117000,9.58727429062767,7562600,,10688000,8122000,2417000,107015.0,225.852202040308,67599000.0,128150000.0,28318000.0,0.0,261.435897435897,15.1813990567152,21.5546018121124,812709701.28
XRAY.OQ,37.09,264000000.0,1944000000,-0.268889486421066,215300000,365000000,-950000000,181175630,60000000,6579137.0,44.3825535987158,1893000000.0,5750000000.0,1170000000.0,264.928571428571,76.9502074688797,55.6936208987884,-10.6695568400771,7852546662.54
QCOM.OQ,114.53,3622000000.0,15482000000,4.04251453488372,1121000000,2773000000,12936000000,3004144000,490000000,12052703.0,59.8116719077262,20724000000.0,28290000000.0,11866000000.0,143.1625,60.1734854176627,13.2354742451985,-12.7344336152922,127815480000.0
QCRH.OQ,52.46,81494000.0,410894000,0.690978886756237,16795940,,99066000,,61451000,128622.0,45.8785914505957,,,,874.333333333333,39.0269305162922,92.1948171650461,2.40093695100529,876895916.9
PLPC.OQ,169.49,-18544000.0,89536000,7.94853830966182,4917020,37239000,,,,21751.0,143.853211009174,328170000.0,240309000.0,115335000.0,0.0,0.0,87.5207767728831,-2.31686934470634,833128264.49
